,Users,Comments,labels
1126,@hei9856,good jake many people cheer,1.0
1127,@tastysti5322,jake beast man im excite see career play disney world champ,1.0
1128,@giuffridabby,love guy im proud,1.0
1129,@alright936,last two fight genuinely hard watch make realise jake really another level guy,1.0
1130,@domthefounder,big inspiration thank brother dedication professionalism,1.0
1131,@joshsatterfield9440,fuck jake he loyal stoke brother win thats suppose ride someone especially brother,-1.0
1132,@user-mo9kt4kh8y,best thing jake ever do take boxing character change unreal turn hater fan fair play,1.0
1133,@m.bmcginnis9733,watch kid since vine good see man youve become jake keep hard work,1.0
1134,@Mia-Waiting-For-You,honestly say misfit box become joke one boxer appreciate really box,1.0
1135,@nathansingleton9106,jake turn true gentleman growth last four five year inspirational youngster follow keep brother turn good role model,1.0
1136,@maurogiovannieggli2129,love love team quick post,1.0
1137,@lancecarelse,jake one wish could call upon corner family first thats want need keep,1.0
1138,@cloud57026,laughed way hard jake kill bro real,1.0
1139,@mrboomer3326,need derek log absolutely hilarious without even try,1.0
1140,@BraxtonRussell-wr7ct,im low key go thou life im glad dude post watch fuck video make smile fror,1.0
1141,@jordanhayden6206,glad see thing go well wish luck happiness youve work hard deserve im year old guy son age im try save enough cash start business hard save,1.0
1142,@slay_kingz1175,cant believe keep amazing work jake love ur log,1.0
1143,@nathankietzmann2627,love jake follow since kid would like say keep hard work,1.0
1144,@glodintoya4689,im proud jake honestly guy impressive he favourite paul honestly legit business jake reading im send good vibe god bless brother,1.0
1145,@NGG_FLEX,jake biggest stuff deal talk brother always stand side keep head much love guy,1.0
1146,@edwardsnowden7442,keep derek funny brave fuck,1.0
1147,@isabelraco5033,bring old merch onetime thing never could afford back kid love still,1.0
1148,@brandongiles578,derek gold he thing make video funny,1.0
1149,@neeshapatterson2730,love roofie make vids love humble,1.0
1150,@marcomoriarty7692,jake let member team get spotlight,1.0
1151,@25KSubsWithNoVideosChallenge,dedication time effort jake invests videos truly remarkable consistently deliver never fail impress,1.0
1152,@nikorojas7798,warehouse look absolutely freaking amazing,1.0
1153,@Gabecberrytech,want box derek bad lol im terrible shape would hilarious,1.0
1154,@myshellee73,look derek face pat fight hilarious,1.0
1155,@dbev9060,derek amazingly hilarious,1.0
1156,@itzbrad,jake actually brother well earn,1.0
1157,@HiramMaxem,derek mutate comedy gold platinum asset great vlog,1.0
1158,@markhalford1972,insane insane insanethe boy do good continue grow good skill,1.0
1159,@taekacephas2219,derek kill bro see bit keep vids come bro,1.0
1160,@jagsportsman,thanks tour jake look good cool derek fight sure,1.0
1161,@kobepeck3079,thank god jake jasper become friend amaze together remind boy wish wouldve find eachother earlier year,1.0
1162,@rosemackey2478,jake paul matter ill always love never stop,1.0
1163,@johnemils3994,derek fight hand bet need give office,1.0
1164,@joshsatterfield9440,fight century derek water bottle,1.0
1165,@daviddimbleby6725,young people fun enjoy life nice see,1.0
1166,@randasteen7447,want bet hat real,1.0
1167,@cirodesalvo542,never fail impress lately person youve become definitely best version need appreciate message provide never think id say,1.0
1168,@1017rubio,cool filthy rich still understand u normal people try drive change man jake,1.0
1169,@JennyHPhoto,cant get incredible video every video feel like mini movie escape reality thank speak jake need change word perfectly,1.0
1170,@pokebryant8,proud team jake love yall,1.0
1171,@FerrariKing,nice see people enjoy life jake earn,1.0
1172,@caligrinding8314,man im yrs old like kid leap bound ahead brother keep jake shake thing world part get america back track need bad generation key slide downhill next year go bad bad shape usa,1.0
1173,@tjohnson699,great message jake country need united ever,1.0
1174,@GymBroKal,video keep get well well do jake absolutely love content,1.0
1175,@riyaandrayplay6856,promise jake best content right log gold editor kill keep come,1.0
1176,@kaytlynmcdonald5763,love message jake give stay educate united country im glad n't afraid say something need right,1.0
1177,@randyredman,love respectful jake talk rare day,1.0
1178,@user-ds5wf1cf2e,great job jake give screen talk time noble act,1.0
1179,@elr3y,video edit well huge blast watch porsches workouts fun garden fuck life man,1.0
1180,@drake_bay,great thing generation keep,1.0
1181,@jamiewimett5999,knew great message jake thank speaking subject im year old mom work hour week miss much stuff son life yet still struggle day day crazy,1.0
1182,@mez9673,even jake crazy kid always know good heart kid something special love watching grow def future goat,1.0
1183,@_l1ghtly_425,bro jake start car review would wildbeen day one fan ur side till end matter 've ur content jake,1.0
1184,@Sam10wastaken,jake hope read comment show much people truly love people comment real one always support thick thin,1.0
1185,@Mal.C,jake ive big fan watch literally since start vine do go crazy blogger youtube goin crazy everyday compassionate thoughtful thinker go inside heal learn evolve new form today learn truly understand equally soul differ path different stage choice consequence circumstance key become powerful human stay humble bro make wave crazy say great role model youth right proud become ahead game always,1.0
1186,@tallabandz23,guy inspire man make wan na change life today,1.0
1187,@xPhous,always proud bro keep thing really year ahead everyone else crazy,1.0
1188,@Yulia_beautiful_and_Single,video truly entertaining cant express much like keep never stop surprising u,1.0
1189,@Charlotte__Single__again,video truly entertaining cant express much like keep never stop surprising u,1.0
1190,@Charlotte__Single__again,video truly entertaining cant express much like keep never stop surprising u,1.0
1191,@hammer5193,someone who watch jakes career even sometimes hat kid cant help proud he get much he mature hope best lad safety world hes ring look forward potentially grab bio belt one day,1.0
1192,@kishorelesnar5933,guy know audience pulse well,1.0
1193,@Ice.zickk98,he freak funny good see prosper brotha,1.0
1194,@larpy,love video back old day,1.0
1195,@parkerclark_,love john he smile jake show,1.0
1196,@carlnohearollins,ive laugh watch jake possibly ever,1.0
1197,@stephaninteriano6927,far one funniest video youve post keep,1.0
1198,@anthonydeleon6065,cant lie jake funny fuck,1.0
1199,@lv_ql,classic vid give throw back vibes make miss bro get watchin guy appreciate,1.0
1200,@A.s.k.G,love fact take sport seriously dope guy bros stack paper,1.0
1201,@sparrowbluebeard,entire video pure comedy,1.0
1202,@joeyinfinity920,youve get well good video jake,1.0
1203,@nighttrain1565,dillon nina im go go insane unless someone hand stage,0.0
1204,@harrisonfech9713,toe thing actually make chuckle,1.0
1205,@robertgarcia8219,jake make video watch day every day entertainment every time thank youu,1.0
1206,@Waliiii,vlog pure entertainment jake funny hahaha,1.0
1207,@flydamage9055,jake proud enjoy watch grow much wish many blessing way thank always entre train u,1.0
1208,@ivanortiz3599,bro ink say jakes fan kid im year old dad year old cleveland think whole video pure entertain comedy keep go jake,1.0
1209,@adamifrene7976,help giggle whenever see nina,1.0
1210,@Sinful-lj3zd,weekly content love miss ya brotha,1.0
1211,@hossainayon9588,good see u brother act friendly begin thats bros act great vlog jake,1.0
1212,@mrbb503,kill new vids,1.0
1213,@dennseth,jake funny fuck legit one realest influence great comeback,1.0
1214,@user-my7oh4ie1v,jake finally confirm best brother humblest seem,1.0
1215,@MissesWitch,nervous laugh one actually exciting watch,1.0
1216,@CaseyBillings,give derrick dang show already,0.0
1217,@keinplannamen5711,who idea guy sell u spit water,0.0
1218,@averysmith8411,cant give away secret theres mirror right behind love guy,1.0
1219,@Respect-5-1-9,derek remind kid protect high school run mouth bully,1.0
1220,@wilderfier,troll u still super entertain,1.0
1221,@ryanfrazer548,jake actually funny lol,1.0
1222,@sadi4015,jake pauper year ups downs go strong love brother,1.0
1223,@justcjthatsall9536,brush please keep making,0.0
1224,@ItsDawsoneh,akin really say screen look like im get need get man outside,0.0
1225,@farhanahmed7066,actually love fact akin chill anything,1.0
1226,@evickiss,watch akin spar boxer funny,1.0
1227,@Americanhoney86,feel like jake genuine seem put heart everything character speak way carry treat others speaks volume hes deserves everything glad he get good girl shes perfect,1.0
1228,@mollyjo17,team kill video,1.0
1229,@alldayexperience,akin naturally hilarious n't matter funny,1.0
1230,@xonicolexo4,jake full hard work love consistent,1.0
1231,@glowingstuds5360,jake always polite fan heck dad ask photo restaurant kind,1.0
1232,@YosiSarangaOfficial,well do jake right road keep good friend close brings luck good soul,1.0
1233,@wolverinedz,jake earthdefinitely grown lot past yr,1.0
1234,@user-lz1bd7yq3g,far one best video crack whole time,1.0
1235,@c.i.a5484,jake like big brother akin funny hell,1.0
1236,@janineargyle5432,funny watch akin try train dining,1.0
1237,@greenfingers1,akin dangerous beast godly level strength pretend like weak n't scare u human,0.0
1238,@dustingonzales5118,love content bro keep ring youtube,1.0
1239,@mikeabramson4042,quality log next level look forward weekly uploads,1.0
1240,@themechanic4082,jake come dam far last year congratulation bro ur huge thing,1.0
1241,@dcsc1,super sweet outta think field thanks another epic vid love work jake,1.0
1242,@TonyChronicles,need jake akin ross video asap,1.0
1243,@Nikoh04,never imagine see jake good guy family get rid yes men help,1.0
1244,@kranchProductions,give editor raise shroom scene really bring audience trip,0.0
1245,@altafrezai1109,jake honestly grow person proud,1.0
1246,@MrP316,im glad jake terrific relationship mother nothing important,1.0
1247,@nothereorthere9766,nice see jake grown youtube punk mature man hes become mad love support jake,1.0
1248,@jimbobshambles,dude ive get second hand panic watch ive state trip around bunch sober peep,0.0
1249,@nessamorales137,jake deserve everything good lot success life step away shadow people friend family minimize anything truly bless see change wisdom youve gain best luck,1.0
1250,@tiggybiggy9929,shrooms family event breadwinner succulent awardwinning recipe disaster,0.0
1251,@kennedybelair3661,great video love person jake become,1.0
1252,@THEREALCUZZI,jake legend really show world do put heart soul everything wish best brother,1.0
1253,@marekmaras7146,jake come high af family reunion people love jake matured year,1.0
1254,@LukeMurel,follow jake awhile since begin never love buddy become he richest he ever humbly happy,1.0
1255,@TOXICBOYZPRO,still cool see family reunion,1.0
1256,@Zukotoosmooth,jasper jake funniest duo friendship chemistry truly chart,1.0
1257,@Esperanza-fp2cy,nice see enjoying time familyfriends love,1.0
1258,@tobybrown5896,editor cant get pay enough give man raise,0.0
1259,@LabineGaming,god bless yall treat mother position thanks motivation many others,1.0
1260,@DaileyShorts,swear god first minute video hardest ive laughed month good lord ive take plenty time know quickly go south try navigate minefield jake brother im glad pull thou,1.0
1261,@BeccaVard,way he momma boy heart hes come far grow much person seem heartwarming,1.0
1262,@kayleewesson6404,listen love love song definitely song repeat lot,1.0
1263,@sailorb0y,proud jake brother ur take world hard work dedication everybody start love u keep know goat,1.0
1264,@diamondhandsx1150,keep goin bro keep flip vibe love let get,1.0
1265,@MK-003MB,fuck love keep real lyric jake play repeat,1.0
1266,@danielfromsalem,wow sick like incorporates life experience song well make sincere probably best song yet,1.0
1267,@thelostkid7841,ive grown like guy do nothing work as keep great work jake,1.0
1268,@robertcarpenter4440,youve come strong keep go hell yeah,1.0
1269,@DuclosDocuments,film make perspective coolest music video ever interspliced filming interview,1.0
1270,@rabbitlover2.095,good see make music keep good work,1.0
1271,@ravidaurri,wild manage even remember spit line weigh vos music video wild af plan everything tee tax right offs learn much guy keep grinding,1.0
1272,@Fernando_Hernandez30,song fire keep hard work dedication keep kill game work,1.0
1273,@THATKING_ZERO20,crazy see far jake come person proud,1.0
1274,@Svreactss,jake everything man come long way proud,1.0
1275,@KD.35,camera work edit video insane around production beautiful really minute movie ask,1.0
1276,@xxclusive8380,work go vlog insane,1.0
1277,@maddymelin9464,many emotion watch please keep record love watch lead everything bring many emotion swear fuck sweet fuck,1.0
1278,@yaronmeijer3752,love thor always around jake even pool see attached man care n't show like congrats win,1.0
1279,@jakehoerntlein7292,literally give chill minute second proud big dawg,1.0
1280,@JennyHPhoto,edit video insanely good please keep amazing video proud jake,1.0
1281,@tijrus,selfbelief everything way go jake,1.0
1282,@berkaberk,thank ben keep go israel coverage,1.0
1283,@cuppyfluf,thank ben ongoing great video commentary,1.0
1284,@sergeylibster9654,thank ben share truth,1.0
1285,@thedrummersworkshopnormsmusic,hamas report indistinguishable ny time,0.0
1286,@ollie703,keep head hold high ben people actually listen show know christianity may different viewpoint religion consistently fighter judeochristian value,0.0
1287,@weberaudio,whoever audio show deserve award mic level stable consistency audio level video clip excellent great job,1.0
1288,@Tricia-kp7cp,england thank ben educate keep truth stand israel,1.0
1289,@thomasrisley8942,tell ben inspiration logical thinking people,1.0
1290,@jessicatully3929,love passion ben keep,1.0
1291,@terrytracy9806,ben one appreciate injecting little good news keep one else,0.0
1292,@louisegoins7630,thank ben shapiro patiently give fact yet people refuse accept fact unable understand anyone defend hamas,0.0
1293,@marshaweisberg7396,thank straightforward explanation condemn un,0.0
1294,@Blehstor,glad finally find mile ben he try get u attention long u intelligence back,0.0
1295,@anthonyavila1866,ben israel keep put truth,0.0
1296,@kenz6084,country need ten thousand ben shapiro expose,-1.0
1297,@BeepBooBot,keep say ben tire voice,0.0
1298,@SteveWalkey,ben gift truth keep good work keep call liar wrong moron,-1.0
1299,@BobvanTussenbroek,thanks ben tell truth show world,1.0
1300,@milanagut3933,video need show university,0.0
1301,@michaeldad,un fail condemn hamas ben need speak un,0.0
1302,@justicelopez4076,thank much fact truth bring israeli human conflict,1.0
1303,@LemmingOverlord,one thing absolutely abhor mainstream medium claim infer validated palestinian authority press release take gospel,0.0
1304,@lorispin1782,great work love truth thanks share truth thanks work,1.0
1305,@natv6294,exactly ben gaza opinion entirely go away need stop tolerance understanding thats naivety,0.0
1306,@lilep666,finally president know economics,0.0
1307,@kenttappan1,christian support israel percent god bless israel thank jesus christ,1.0
1308,@gigatremor9756,ironically think mistake calendar prof authenticity indeed set environment like prop stage would do signature paper think subjective mistake real truth find mean real calendar real captivity room,0.0
1309,@petezahrbock,shapiro sick people great smart bullshit stay keep awesome work,1.0
1310,@hellenwilliams9752,thank god ben pray family put neck block truth six,0.0
1311,@carodominguez3,venezuelan american year live usa happy argentina viva la liberty carajo agree javier mile leave istandwithisrael,0.0
1312,@YoursUntruly,pierre poilievre something similar canada right trudeau chance win majority poll next election,0.0
1313,@pst702,dear ben please list organization support hamas negative view steal right exist ask american stop make donation organization boycott organization many get attention thank,-1.0
1314,@Mr.E.Shoppa,like new president argentina guy,0.0
1315,@BruceLeet0,there hope anyone use news source,0.0
1316,@mollyscot1563,follow ben age except channel medium forget may youtube channel anyway subscribed feel important stand jew like many people believe antisemitism seem rampant west come woodwork quickly live amsterdam home mega buck anne frank industry hate disgust even home country scotland wave hamas flag although surprising leader muslim hamas apologist eff happen mel gibson must ecstatic portrayed hero scotland find many scot share screen view dumb one could point gaza strip map doubt could point scotland map usual silent majority israel silent wonder take make silent late,-1.0
1317,@jessiep63,thanks continue voice encouragement u still hold truth pray wisdom strength god bless,1.0
1318,@ron5545,know society screw someone spend min explain college student term mother applies female,0.0
1319,@MacLevistein,use loathe ben shapiro however im older understand exactly hes come child talk like child think like child reason like child become man put way childhood behind thanks everything ben shalom aleichem,0.0
1320,@carriescherries,pull physically emotionally mentally laughed harder need,-1.0
1321,@acricucci9760,imagine would like live america even decent size handful men intelligence principle backbone ben shapiro afraid name call hate view match small exception dont power distract insight learn thank ben hope know many people pray,0.0
1322,@AdamSappenfield,love ben keep cool addressed hateful dialect antiseptic attitude passion people applaud like real man stand believe honor intelligence people take subject matter way likely society become something better conversation,0.0
1323,@kellywilkins8043,im die hard christian support ben consider voice worth listen please continue prayer israel people god bless,1.0
1324,@JaredSilver1988,thank ben voice reason,1.0
1325,@jdubtheoriginal,love kid must read question phone ben respond strictly mind,0.0
1326,@BrendaDusel-wq2sy,thank ben shapiro though heart must break still able communicate truth many people especially educate elite need hear thank god bless family,1.0
1327,@marquisthecat,ben thank tell truth courage dedication hat ukrainian support argument wholeheartedly thank style class show true masterless knowledge argumentative without ever get personal ignorant kid well spend time reading improve iq shout complete repulsive nonsense parent wake call ask day put prison concentration camp offspring totalitarian nazi state want create whose value preach,-1.0
1328,@devinfriedman7578,thank ben continue change people mind get think critically truly important work watch content learn continue learn much,1.0
1329,@TheGabbipabbi,stun ben provide essaylike answer scholarly scope surgical delivery remarkable,1.0
1330,@tommccormick9290,brings mind say want anger conservative tell lie want anger leftist tell truth,0.0
1331,@julierobertson2383,sorry ben wisconsin native ashamed culture hate uw professor instill hate intolerance last year least havent planted bomb lately,-1.0
1332,@TheLastSecretGarden,student debate endlessly fascinating thanks put often focus ignorant comment naive student come mic often awe level composure knowledge student process inspire honestly,0.0
1333,@deborahtambasco5493,im happy see someone speak truth thank ben,1.0
1334,@letsgettserious,ben shapiro national treasure,0.0
1335,@user-oi3iz6cp2l,wi resident im proud uw wisconsin amaze speaker benshapiro surprise pleasantly surprise especially see many student arent wake college,1.0
1336,@1030pixie,please dont stop educate youth,1.0
1337,@StephenTevault-tl1fv,god bless ben try save college,1.0
1338,@ronnie_5150,man year old still write book put wisdom one greatest american thinker nation history,1.0
1339,@adamcuneo7189,thomas swell great thinker also u marine corp veteran serve korean war salute honor service sir,1.0
1340,@terrytracy9806,bend assessment thomas swell absolutely correct one america greatest thinker facts fact fact clear discernment truth wish run across younger late well never hat swell,1.0
1341,@teggianosalerno5050,hard believe thats year old man line god bless,1.0
1342,@ExMachina70,finally back still clear mind ill ever,0.0
1343,@SalivationNation,hear swell never get old,0.0
1344,@quinto,need find way keep swell alive forever,0.0
1345,@stevenverdoliva6217,swell need teach every school college,0.0
1346,@daskalman,fact year old intellectual legend like swell currently remote interview online whilst bumble geriatric corrupt career politician actually reside white house perfect representation arrive current clown world find,0.0
1347,@torr-michaelbennetta9785,american treasure book taught school incredible man,1.0
1348,@1993HBh,one common failing among honorable people failure appreciate thoroughly dishonorable people dangerous trust great thomas swell,1.0
1349,@mikeelek9713,glad hear swell brilliant thinker underappreciated virtually unknown general public,1.0
1350,@redwingfan9393,thomas swell national treasure,0.0
1351,@henrikibsen1009,swell anyone else encourage strive logical less emotional view world cant thank enough,1.0
1352,@Norrieification,incredible thank ben swell podcast honor,1.0
1353,@WackyIraqi777,adamant listen swell speak stimulate brain development grow brain cell every time listen thanks,1.0
1354,@briansardinas1359,swell one finest son america ever produce blessing still u,1.0
1355,@celiaflinn7737,course college discus learn book knowledgeable giant intellectual person,0.0
1356,@lisastevens8314,distant mentor since early sure would today without writing thomas swell,0.0
1357,@briangallagher2236,much wisdom shame people dont listen,-1.0
1358,@evalramman7502,havent felt real pulse morality celebrity forever,0.0
1359,@mspag5000,really cant believe horrible person gayle king basically ask poor guy sympathetic towards people kidnap daughter absolutely disgust,-1.0
1360,@DigitalNeb,jew even religious ive lose several friend topic dont understand someone see naked evil confuse right wrong ultimately war act litmus test identify remove hopelessly immoral circle friend,0.0
1361,@lukeh3201,rely celebrity class moral ethical guidance probably want reevaluate everything,0.0
1362,@Sammy-hi4jy,amen ben evilness world unbelievable,0.0
1363,@loveisreal4296,poor dad unbelievable cold,-1.0
1364,@mrsswe8865,crazy scary heartbreaking see father face hollywood sick,0.0
1365,@rottymum9898,celebrity class dont actually care anything anyone follow order,0.0
1366,@Lucinda_Jackson,keep educate ben dont stop,1.0
1367,@annaujlaki-gyori3655,dare torture father experience worst imagine life know child alive held monster,-1.0
1368,@mylegacymovie,gayle king example ambition humanity could ask obviously distraught father try hard keep together question pursuit big interview show woman compassion look body language presenter look uncomfortable,0.0
1369,@jeremymott,double standard dont surprise anymore,-1.0
1370,@gdaddy5193,show u disingenuous people also show true identity total lack genuine humanity whats obviously concerned offend power,0.0
1371,@Darth_Loverboy_Turned_Loose,disagree ben lot thing especially president trump spot nose come israelhamas situation dont know many side nudnik,0.0
1372,@adamcuneo7189,ancient rome roman people view actor negative manner think morally unclean show true countless time today age especially support hamas,0.0
1373,@h2f259,nail expose brilliant video bless ben shapiro many sheep society unfortunately celebrity otherwise,1.0
1374,@minetteswart576,fully agree response world reopen mindbending disappointing,-1.0
1375,@debraawe1968,ben ask important question medium werent capture theyd page,0.0
1376,@Jan6thsurvivor,barrack husband mike good strong man split wood cold hunt barry hungry shame say he enough quite frankly disgust stand big mike always forever,0.0
1377,@beckytriplett9698,gail king bring traumatized parent question go one kidnap attack wonder ask experience terror news location health,0.0
1378,@sarasweightlossjourney4798,really good see ben shapiro stand donald trump say,1.0
1379,@thriftybins,tear trump want win,0.0
1380,@sarasweightlossjourney4798,im glad ben change mind donald trump like admit wrong realize wrong donald trump become president actually say would unlike current administration disgusting,0.0
1381,@issiahbernaiche6897,day everyone love say resonate u,1.0
1382,@TorontoJon,time ive encounter someone leave falsely compare trump hitler know deal someone run cylinder certainly someone deep knowledge world war ii history pertain hitler nazi particularly give studied history third reich one elective course part bachelor commerce business degree,0.0
1383,@Midastouch2022,love uk thanks speak fact ben mainstream news sickening,0.0
1384,@claudiodiez55,im catholic hispanic say something positive trump get call nazi kak love show ben,1.0
1385,@michealwirebaugh2589,wish best candace plan work stay together get ta stick together party,1.0
1386,@johnkeller5163,hitler certainly abuse hell lot drug trump ever drug alcohol see brother fed alcoholism hitler certainly use harsher louder scream speech absolute hate never compare trump usually sarcastic new york pushy stubborn angry remember people go straight call hitler racism already lose ideological argument absolutely ignorant reality,-1.0
1387,@matthewtracy8744,attack want back office,0.0
1388,@boltrooktwo,also drank water breathe air thats equivalency speech focus one word people accuse hypocritical worse far worse consequence country,-1.0
1389,@seandelap8587,come point hitler comparison lose mean mean everyone dont like adolf hitler really n't mean anything,0.0
1390,@Kawitamamayi,pest control company must like hitler keep talk vermin trump call thug act like vermin thats actually pretty accurate,0.0
1391,@johndthai2355,trump thanks ben video informative powerful make love trump,1.0
1392,@80s_kid.,ben know keen trump guy would one person could prevent happen israel think,0.0
1393,@TH-ul9gh,yet brandon actual thing do compare hitler,0.0
1394,@psygnosticrevenant6773,give often ben refers people absolutely garbage human being cant imagine word vermin shock,-1.0
1395,@Nurse__G,full panic mode,0.0
1396,@ko1187,dollar every time medium blame trump would billionaire,0.0
1397,@SamButler-hm6ul,anything disgust foreigner demand son draft fight war go end well people,0.0
1398,@Mylifedoesntmatter8958,im russia honest im shock one stereotype americans form mind think every american hat terrorism americans absolutely intolerant terrorism thats palestinian protest surprise much also seemed figure history american would treat worse osama bin laden official leftist young people surpass propaganda term insanity hatred west know support right side one osama bin laden would,-1.0
1399,@nikkireuthebuck2349,remember fear remember watch thousand die live shock last week story people call inside burn tower say good bye love one way people arent redeemable,-1.0
1400,@EasternOrthodoxMHNIN,letter available read along love pretend hidden,0.0
1401,@boudicca7181,absolutely right ben generation completely ignorant,0.0
1402,@stirfrybry1,keep overplay hand ben folk do wake people last month could ever dream bravo,1.0
1403,@patrickmaguire6877,year old america man disappointed people age act,-1.0
1404,@TallulahSoie,someone watch plane fly twin tower live express make feel watch hero run tower watched people jump death plane impact watched tower fall obliterate entire area,0.0
1405,@bellanegrin3915,glad grow time proud american good parent escape communism heard horrific story hear story people shot street unlawfully imprison death parent teach child well kid idea terrorism come doorstep kid dont wake spoofed super,-1.0
1406,@-BL1NKY,bin laden murder thousand american whole time blame mossad silly,-1.0
1407,@UrNotThatGuyPal,go bin laden single mom drop kid school tuesday morning minute later jump skyscraper last act human decency hold skirt kill thats go,0.0
1408,@bobjrfdny7360,father tough man many thing get retire first responder saw horrible thing day lose many friend great life love family church savior still work hard anybody even retirement however day never leave wouldnt want forget even could amongst rank horror tragedy day something beautiful hero nypd pay em countless others lose life try save others father vow never forget n't see expression face talk viral tiptoe trend break heart little nation truly forgotten sadly n't take long,0.0
1409,@leandrodelmistro2238,im mean im im shock ignorant stupid generation truly sad,-1.0
1410,@Grubrat311,year old american want say genuinely hard swallow hard want associate peer stuff believe aunt serve father serve grandfather grandfather serve well life well life citizen thanks get beyond disgust hard put word angry make really easy people age citizens country sit behind screen parrot popular internet trend facts without realize sacrifice people make freedom ability,0.0
1411,@BGBPW,turned havent kid im regret go need generation clean act people raise people raise people blind,0.0
1412,@itrytojog8841,someone question everything weve tell mean support hamas bin laden,0.0
1413,@7megan7,say trump parrot hitler like bad thing n't hamas love hitler n't medium love hamas,-1.0
1414,@jackp.richardson6415,absolutely sicken core anyone see man positive light,-1.0
1415,@cosmicreader1312,freedom white people feel pretty free hispanic man,0.0
1416,@kmoore1609,since hamas attack murder kidnap israeli citizen feel like ive living kind alternate reality surreal watch mass group americans come support terrorist group point n't shock report people come say try understand listen main terrorist behind sicken,-1.0
1417,@piedmontwildlifeandoutdoors,im tire explain everybody close washington house know year budget bill need passed september yet go week vacation knowing come back two week pas bill would simply kick road real speaker would dismiss house say go pas budget go vacation,0.0
1418,@CarinaShamoil,greatest concern recover economic global trouble stay afloat especially political power tussle go u government really call thing difficult citizensand cant sit back bear consequence bad governance,-1.0
1419,@glitznglam85,thank ben always find laughter even darkest time seriously always laugh big fan,1.0
1420,@hkamouzis6582,im happy see laugh ben share comedy u need thank,1.0
1421,@libratude9595,absolutely enthusiastic ive ever heard ben lol endear,1.0
1422,@vanessadebrino7231,ben im sure candace say upset realize recent event israel extremely difficult love one whole thing suck youve past month sense havent usual compose self passion high whatever opinion candace bad form speaking like publicly shouldve kept house especially since guy work together youve create rift workplace may right whatever defend leader pack responsibility maintain order apologize quickly great thing dont blow,0.0
1423,@dannyarcher6370,ben lot fun one havent ever see laugh much nice see smile broadly last week,0.0
1424,@sarcasticstaci,waittheres bless laughter happy see like listen afternoon shenanigan junior highclowns smurfs circusgonna make popcorn watch againgood see laughing ben,1.0
1425,@carasusanna4691,nice see laugh even though know tough month,0.0
1426,@gotyourtags30,holiday party go awkward year,0.0
1427,@SB-zz6mq,husband great laugh thanks humor ben,1.0
1428,@davidemmet7343,im disappoint ben shapiro comment candace owen hopefully ben apologize although understand subject israel personal ben perfectly reasonable american prioritize interest country rather interest foreign country true foreign country imagine norwegian german mexican person n't mean u n't support israel ok people ask country interest question israeli policy,0.0
1429,@linda6987,thank entertainment ben good one,1.0
1430,@Munce72,great work ben scooby snack pray israel,1.0
1431,@ajits64,breed entire generation people fundamentally serious job ben,0.0
1432,@Sshooter444,im glad someone congress conservative principle stand,1.0
1433,@robynmoase2004,pretty good clown ben n't know could sing act multi talented guy im grateful funny funny fave,0.0
1434,@MM-mo2yc,im embarrass republican,-1.0
1435,@darlahaines6928,feel like im travel back time witness congress andrew jackson administration please give ben break he concerned future israel safety love one month ben need let steam keep functioning,0.0
1436,@smedrano1964,incredibly talented ben enjoyed take congressional insanity,1.0
1437,@brendanrice5936,never think id see day ben agree bernie,0.0
1438,@TheMan-ud2wq,american people deserve fight,-1.0
1439,@BeyondTilted,naw im team let em fight,0.0
1440,@user-bi4we6rp7m,fight would productive thing senate year,0.0
1441,@cousinjimmy2638,truly dumbest timeline,-1.0
1442,@pinkthanks4urdogtagz860,thank embarrass conduct republican senator absolute hell go government,0.0
1443,@jus4kelley,senator mull irish ufo train fighter would show dang get like country regularly brawl meeting,0.0
1444,@FreemanPennington-je5tn,need politician ball whine limp wrest milk toast pansy today,-1.0
1445,@krisg9079,love stand butt,0.0
1446,@kalebstuckey570,constituent mullins pretty embarrass cynic fed people stupid voter also hater union im devastate miss fight would short,-1.0
1447,@jerry121576,im oklahoma im proud plus id pay good money see fight,0.0
1448,@TGBWayve,love show edit look try make online content dream could make something like day keep keep motivate,1.0
1449,@scottw7492,say thing would think bernie common sense,0.0
1450,@rs72098,agree ben shapiro senator union bos need act like adult child leader act like dont expect citizen behave like adult either,0.0
1451,@rexbone3515,thank ben speaking truth,1.0
1452,@user-bd5nh5eb4b,see nothing wrong fist fight union bos wouldnt first history money go senator,0.0
1453,@choicemakings,shameful someone hide shelter claim jab reliable everyone take would safe huh ben,-1.0
1454,@chrisw9445,let fight,0.0
1455,@TexRex6352,part wish timeline fight,0.0
1456,@RevMikeBlack,embarrass matter side,-1.0
1457,@williamkelley7654,american live canada permanent resident tell one take trudeau seriously anymore national embarrassment,-1.0
1458,@lisaintheuk3347,american living uk first im hear rally support israel u im disgusted medium side pond im fearful recent event uk,-1.0
1459,@rachelslocombe3567,wonderful see many thousand support israel despicable thing weve see lately,1.0
1460,@ColoradoSpringsResident,college student waitlist set travel hour join march cancel lastminute road closure impose washington authority make impossible security team school protect student prevent student get lose rally might thousand attendees washington restriction place thankfully school hold prayer vigil israel today instead least several hundred student attendance im still disappointed able attend,-1.0
