,Users,Comments,labels
1900,@vagabond197979,It is so bizarre to me that Isreal feels like it has to take all these videos defending its actions.  There are two completely different standards of conduct for Israel versus Hamas and the media is happy to keep them in place.,
1901,@verabolton,This is not a deal. This is a shame. Shame on the international community.,
1902,@adamcuneo7189,"I support Israel 100%, but it's foolish of them to actually think that Hamas is going to abide by a temporary ceasefire to release hostages.",
1903,@jonathan3488,"As an Israeli who have seen a lot of the uncensored atrocities of Hamas and have lost people, it is probably the cruelest terror organization in modern history. I don't wish any of the ""Pro Palestinians""  to experience a percent of that.",
1904,@pauldineno6919,You must not negotiate with terrorist groups ever.,
1905,@inthekitchenwithangelalee,"It's so heartbreaking to know the Israeli hostages if still alive are being terrorized not just ""held hostage"".  What a difficult decision to do hostage exchange.  God protect Israel and it's Children 🇮🇱️🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱",
1906,@nichellebennett7714,"Thank you for continuing to be an eloquent voice of reason through this horrific situation. In a time when some of us are afraid to talk about being Jewish in public with all the hate and calls for the death of Jews, you’ve become a lion standing up for the people of Israel and Jews everywhere. Aryeh Yehudah ️🇮🇱",
1907,@SB-zz6mq,No one should have to negotiate with Jihadists.,
1908,@jobo8819,I feel for the hostages and their families.  So hard trying to imagine the pain and suffering they all are going through.  Their stress levels would be through the roof.  I also feel for the Israel govt having to work through this Hostage deal when they are obviously under so much pressure.,
1909,@patsirianni7984,The biggest Mistake is making another deal with HAMAS.  Hamas will not honor any deal with the Jewish nation,
1910,@shoomapadoo1141,Thank you for keeping us informed with correct information on this horrible situation Ben.,
1911,@David-ze7ht,"It's just a terrible situation and I won't pretend to have any answers, but I feel for those hostages and their families .",
1912,@emmajane3979,"Thank you Ben for standing up for Israel and telling the truth. 
You and megyn kelly are the best on covering Israel. .🇺🇸️🇮🇱",
1913,@jyfy7926,"I think that Israel gave up too much in this hostage agreement. The cease fire timeline is too long, the pause in over flights by drones, fighter planes and other surveillance devices should never have been agreed to. I think that Israel agreeing to these terms will come back to haunt them. And why a three for one exchange.",
1914,@LA-kc7ev,Thank you for letting us know that 75% of Palestinians support October 7th. I hope this news is announced more broadly. Standing with Israel in its victory.,
1915,@fz4535,Ben you are my hero. I can't imagine what it's like speaking the truth to a world that screams lies. I can't imagine how difficult it must be to have to go to work every day and do this. You get no distraction of this. May g-d bless you and your family and all jewish people and may you rise during this difficult time with light and unity. We love and respect you.,
1916,@user-nx6rd3bd8k,"i am from South Africa and i want you to know that there is still free thinking people in this country that stands for what is right, just and stands full force behind Israel..!",
1917,@FEELINGAWSOME,"I'm looking forward to a great show, thank you Mr. Shapiro and your team.
🇺🇸",
1918,@rmp5s,Imagine if she flipped and started endorsing President Trump...that would be hilarious!! ,
1919,@fenril6685,"Come on Ben, you know you love Cardi B. Your cover of WAP is iconic.",
1920,@ktoth29,"Cardi B’s heart is in the right place,  unfortunately she is not smart enough to understand cause and effect.",
1921,@dandyrandy2384,"Ah yes, Cardi B. Always known as such a beacon of wisdom. It's especially impressive how she can barely string together enough coherent words to form a sentence. But hey, using the F-bomb every other word is the mark of all the greatest thinkers in history.",
1922,@Kevincarlloven,Cardi B talking about politics is like Rosie O'Donnell talking about diet and exercise.,
1923,@Another_User_Name_,"Listening to Cardi B speak, and realizing how much money she has is absolutely infuriating to me.",
1924,@user-ms3he3mo1v,I would pay upwards of 100$ to see Ben and Nicki Minaj debate literally anything,
1925,@user-pp4yy8mg6h,"“Cardi B is stupid and terrible, BUT, today she was just half stupid and terrible!”",
1926,@mamanita1298,"Oh my,  she's so well spoken!",
1927,@patriciaeverett5001,"Hell has frozen over lol. No Cardi B fan here, but she is absolutely right about New York City: its mismanagement is what I am referring to. Not that she understands economics or finance.",
1928,@mynameisEsther408,"She voted for him and now she's crying about it! She's a bad influence on the youngster's! First she tells everyone to vote Biden and now she saying don't vote for no one? People don't listen to her please, get out there and VOTE!",
1929,@drafa.,"When you have someone saying nobody cares about law enforcement, you know whatever else they say will be just as bad.",
1930,@jshay1029,This person has millions of dollars. This society is great..,
1931,@maraielfaraco1724,"Ben should reach out to her and, in a respectful way, provide the knowledge she needs to advocate appropriately.",
1932,@shoomapadoo1141,I am a simple man. When Ben says cardi b . . . I click,
1933,@geoplaten337,NYC is getting the government they voted for and deserve.,
1934,@davidstrother496,"You are right that Trump is not to blame for what is happening now in America. She does get close as you say, Biden is responsible for federal spending, Adams is responsible for NYC spending, and they are both doing an incredibly bad job. However, I fear that people will still vote for state and local Democrat leaders, and will do their best to try to see that Trump cannot improve things if he gets elected. The old cut off your nose to spite your face routine that Democrats love.",
1935,@oldmanfromscenetwentyfour8164,"Like you said, she's so close to seeing the problem but can't see it.",
1936,@luislopez6315,She doesn’t care about the cop but I would put everything I have to bet that she has and pays for security to protect her.,
1937,@ausgang9495,"The best line on the internet today. ""I'm not the biggest Cardi B fan, mainly because she is stupid and terrible""",
1938,@bradford5833,"""We do not make a pact with communists."" - Man with the biggest balls in Argentina",
1939,@tmg7476,"From Wikipedia:  ""For over twenty-one years, Milei has been a professor of macroeconomics, economics of growth, microeconomics, and mathematics for economists.  He is a specialist in economic growth and has taught several economic subjects in Argentine universities and abroad. He has written more than fifty academic papers.""  They elected a guy who has been teaching economics for over 21 years!  Has written multiple books and papers!  Do we hear any of the woke press admitting this?  No, of course not.",
1940,@danyg7251,We Argentinians are happy with Milei... And nobody cares about big media talking crap,
1941,@DEMIAN-bj8ll,"Argentinian here, believe me Ben. THERE'S NOTHING that international media could say that Argentinian Left Media has'nt said over the campaign. We are not scare of what they say. AFUERA!!!
Just to clarify: He doesn't say ""Because they are racist.""",
1942,@crowan3664,"Is THERE ANYONE IN THE ENTIRE WORLD that hears the word ""far right"" and doesn't burst out laughing? These clowns expose themselves every time they utter that word ",
1943,@maurorodriguez9508,"As an argentinian, if Ben praises Javier, that shows that we must've done something right",
1944,@lawrencetalbot8346,Imagine if America could elect a president who actually tried to reduce the size of our government instead of needlessly expanding it. Oh well. We can dream,
1945,@cazadora777,I am Argentinian American and I am so pumped he won the Presidency . South America deserves better than be the backyard for the left of the West .,
1946,@danielrodriguez5463,"Milei is a pure hardcore libertarian 
He formed the libertarian party in Argentina in 2018, became a congressman 2 years ago and now president 
All the while educating masses for free about the principles of freedom….his greatest achievement has been to EDUCATE.",
1947,@pedrob477,"Thanks for covering this Ben, I've been watching DW for years and Milei's the perfect president for us, truly aligned with the west against the widespread leftist infection in the world, and with the balls to turn around the country no matter the consecuences. In God we trust.",
1948,@bailatwerski2951,The Argentina president didn't sound angry at all. He's  just pissed off of at the people that have corrupted and destroyed the Argentina economy and harmed its citizens,
1949,@zippy4185,God bless Milei!! There is a glimmer of hope.,
1950,@gabrielvazquez1691,The world needs people like Nayib Bukele and Javier Millei,
1951,@vecktorvis1219,"We Argentines who go out to work every day and all of us who voted for Milei are hopeful that he really is the ""Argentine Trump."" Greetings from Argentina!!!",
1952,@enazzz3,"Im from Argentina. To add some more context:

-Argentina has chronic hyperinflation 
-Argentines are limited to how much money they can transfer out of the country. e.g., Argentines require a foreign bank account to pay tuition in the US",
1953,@telugoe,"As a Venezuelan living in Colombia, I can tell you one thing: Latin America is CRAVING for a Javier Milei in every country. The tides are JUST turning, with Paraguay, Ecuador, and now Argentina moving towards the right, but our countries are in an extremely vulnerable position against the radical left. With the poverty rates, the indoctrination in public schools and media, and tyrannies like Maduro's funding radical leftist parties and campaigns all over the place, the stakes are already too high. We all have underestimated the left for too long.",
1954,@michellearcher3966,I've been following Javier Milei for over 3years and he's the best thing for Argentina. He's a financial genius,
1955,@Rammstein0963.,"Trump, Milei, Bolsonaro, Bukele...

Weird, it's almost like electing someone who's either a businessman, economist, or just doesn't believe the old firehose of free money is bad for the country...is a good. idea.",
1956,@Ocodo,"Elon is obviously right on that one, the whole idea of censoring the internet needs to stop.",
1957,@keithounce,Elon Musk has done a lot for free speech. Well said. Thank you.,
1958,@megclif,About time Media Matters got some of the same treatment they mete out to anyone right of center politically. They are the dregs of society.,
1959,@beatnrg,"I’m so tired of people abusing how things work for their own personal gain, especially when it hurts others.",
1960,@chrisgoldbach4450,Next up YouTube bans ben for being anti semitic,
1961,@amyhylton3761,He really is one of your National Treasures. Go get 'em Elon! (Brit here speaking 🇬🇧🇺🇲),
1962,@jonathanhodson5346,Wow I wonder if the founding fathers of our country would thought the first amendment was so outrageous. Oh wait the second amendment covers it.,
1963,@deeg4031,Censoring any source of information is a breach of our rights. The current admin has gotten entirely too big for its britches!,
1964,@contessaray-ul1ws,If anyone even new Elon Musk at all…. They’d know he’s not what the fn media says he is.  The media is horrible. Journalist really needs some ethics in writing. Disappointing to say the least.,
1965,@CosmologyPhlosophyPharmacology,"I can sense sadness coming from Ben. I wish you the best, Ben!",
1966,@BERSERK_0_0_,We should defend Elon Musk at all cost,
1967,@Richard_Paradise,A Thermo-Nuclear lawsuit. That is some next level stuff.,
1968,@mr.jladyd3019,"Elon Musk is a modern day genius the likes of which no one has seen before who also happens to be a BILLIONAIRE. He is not for sale and he can and will fight back with no mercy. 
KUDOES to ELON for exposing Twitter",
1969,@charlescarroll1102,"Elon Musk vs Media Matters 
Ben Shapiro clears the air",
1970,@xycap8351,EXACTLY RIGHT BEN. Glad to see you don't fall for it. Admirable.,
1971,@aaroncanfield76,When Dailywire sued the Biden administration this was important for us as the people to see. I hope this empowers our strength from the right.,
1972,@randomopining,"This is such an easy problem to solve: give users powerful filters, and give advertisers powerful filters.",
1973,@RamoSFTT,That’s a great move by Elon. Free speech is great but no free speech should be allowed when it comes to criticising Israel or any of its expansionist policies.,
1974,@seandelap8587,They deserve a taste of their own medicine they have been getting their way for far too long and that needs to stop,
1975,@JuanPabloGomez-cc6vm,"I am from Argentina, and this guy really changed the entire culture. Before, people used to think that public services were free, as if they magically appeared. That changed with Milei; people learned that everything has a cost, that nothing is free. This guy made all of Argentina aware that printing money causes inflation. No matter who you ask, they will tell you that printing money is bad. All of this, thanks to Javier Milei",
1976,@Pablo-so1df,"As an Argentinian who voted Milei, it's surreal and such an honor to listen Ben reading Milei's words. Dang this gets better and better",
1977,@MrLaughingMachine,"Speaking as a Brazilian, I am very excited for our Argentinian neighbours, I hope it works out and I wish we were as bold as you to elect someone so radically opposed to everything that’s wrong in our society. Boa sorte!",
1978,@leobrent7926,"I’m Argentinian and for the first time in my life, I can honestly say that I’m proud of a politician. And milei is gathering all the best people to work alongside with him and bring down the corrupt system of an overinflated state. Javier milei is already making history and he is not even in office yet hehe. I love my president! Viva la libertad carajo!!!",
1979,@arturowurth4723,"As an Argentinien, i am really happy for our new president",
1980,@moiseshall9372,"I’ve seen the interview with subtitles and I just want to point out that there’s no words to truly describe in English what he was saying, if yall understood Spanish 100% you would die of laughter, this dude is a national treasure",
1981,@zacharyclark5617,I cant exaggerate what a humiliating loss this is to the Socialists of the world. Viva El Presidente Electo de Argentina. Javier Milei.,
1982,@leoalbertoastorga3488,I have followed every single video from Milei for 7 years now and I’m from Mexico. He’s gonna disrupt and completely change the way to do politics in the world. He will also demonstrate once and for all that politicians and state intervention in the economy never worked. So proud he was supported by people on YouTube not the elite or any corrupt politicians. He’s a pure libertarian and can’t wait to see his results. ,
1983,@65jfk640,As an Argentinean living in US half of my life and a fan of Ben this was so enjoyable to watch. Many things we could add but let’s just leave it like that. VIVA LA LIBERTAD CARAJO!,
1984,@theggirl93,"I just discovered him and love him already!  God bless and give wisdom to President Javier Milei on how Argentina can rise up again.  Much love from Manila, Philippines to Argentina !",
1985,@MrKevin486,"Every video I've seen of Milei in the last few days have been so damn based, I almost wanted to get up and clap by myself after hearing what he was saying, and its not even my country. I only hope Canada could find and elect a guy even half as awesome as him.",
1986,@bluespectrum1348,As an Argentinian I'm so happy. There is hope for this country. ,
1987,@ValaNirenberg,"As an Uruguayan Im happy for our Argetinian brothers, they deserve better. The last 15 years were a joke, the political class robbed them in a ridiculous way. The country got to an unbareable point of poberty, inflation and the dollar nowadays its more than $1000 pesos. Milei has the guts, the knowledge and he also seems to have the conviction and vocation to make things better for the people on a short and long term. I really hope he can make it 🇦🇷",
1988,@JJ_Valtierra_GT,"That's right Ben, I'm from Mexico and I've been following Milei for the last 4 years, I always thought he was a fascinating technical economist with disruptive ideas, and a very intelligent man. Back then I would never pictured to see Milei running for president. The way he won against all odds is truly a modern miracle and I hope he can show Argentina and the entire World a new way to get things done, I wish him all the best",
1989,@davkin4278,"I lived in Argentina many years ago, a country with so much potential, hopefully it will be finally realized now.",
1990,@francomatiasmelean9443,"Please talk about the vice-president Victoria Villarruel. She's conservative, pro-military, daughter of a Malvinas veteran, pro-life, Catholic and the nightmare of local liberals. She is undoubtedly one of the key figures in Milei's victory because many of us voted for La Libertad Avanza for her.",
1991,@juaniburioni,"I'm Argentinian and I can't explain the relief, joy, and hope that I've felt since Javier Milei won the elections. In fact, I'm voiceless because of screaming in Sunday's evening celebration. This is miracleous!! VIVA LA LIBERTAD CARAJO!! 🇦🇷🇦🇷🇦🇷🇦🇷",
1992,@anaismercedesviz,"I am from Venezuela and I live in Argentina. As a part of the Venezuelan community in Argentina, we couldn't be happier about  Milei's election.",
1993,@yossiallen3316,"I spent time in Argentina; one of the best times I ever had in all the 50+countries I've been in.
I'd even consider moving there🇦🇷🇦🇷🇦🇷",
1994,@lillybizzo,"Its actually sickening to see where the world is heading to.  It's not a disinformation essue,  it's just choices to be against the truth.",
1995,@TheBombayMasterTony,Sounds like the president of Argentina wants to do good things. All the best to him. Good episode.,
1996,@andreamontes9345,"I am an Argentine American, my hope for my mother land has never been higher!",
1997,@RatherBeGolfing95,Watching regular ordinary Gazans celebrate October 7th like that just made me lose any last shred of sympathy I had for the “innocent” ones. I had never seen that footage. They are all so radicalized. It’s no wonder why no neighboring Arab country wants to take this population in as refugees.,
1998,@berkaberk,Thank you ben. Keep going on Israel coverage!,1
1999,@cuppyfluf,Thank you Ben for your ongoing great videos and commentary,1
2000,@sergeylibster9654,Thank you Ben for sharing truth!,1
2001,@thedrummersworkshopnormsmusic,Hamas' reporting is indistinguishable from the NY Times.,0
2002,@ollie703,"Keep your head held high, Ben! People who actually listen to your show know you are not against Christianity. You may have a different viewpoint on the religion, but you have consistently been a fighter for Judeo-Christian values.",0
2003,@weberaudio,Whoever does the audio for your show deserves an award! You mic level is very stable and the consistency in the audio level between all video clips is excellent. Great Job ,1
2004,@Tricia-kp7cp,It's just EVIL.and thank you ben for educating me  and keeping the TRUTH.i stand with Israel ️🇮🇱🇬🇧️️,1
2005,@thomasrisley8942,"You tell them Ben 
You're an inspiration to all logical thinking people",1
2006,@jessicatully3929,"I love your passion, Ben. Keep it up ",1
2007,@terrytracy9806,"Ben, I for one appreciate you injecting a little ""good news"" once in a while. Keep it up, no one else will!",0
2008,@louisegoins7630,"Thank you Ben Shapiro. You patiently give facts. Yet some people refuse to accept facts. 
I am unable to understand why anyone who defends hamas.",0
2009,@marshaweisberg7396,Thank you for your straightforward explanation and condemning the UN.,0
2010,@Blehstor,"Glad you finally found out about Milei, Ben. He's been trying to get the US' attention for very long.. if the US has some intelligence they should back him up 100%",0
2011,@anthonyavila1866,"Ben, were with you and all of Israel. Keep putting the truth out there.",0
2012,@kenz6084,The country needs ten thousand Ben Shapiro's out there to expose the BS,-1
2013,@BeepBooBot,Keep on saying it Ben! As tiring as it is - you are our voice!,0
2014,@SteveWalkey,"Ben, you are a gift to truth, keep up the good work and keep calling out these liars, wronguns and morons... 🇬🇧 🇺🇸 🇮🇱",-1
2015,@BobvanTussenbroek,thanks Ben for telling the truth and showing it to the world !,1
2016,@milanagut3933,This video  needs to be shown in all universities!,0
2017,@michaeldad,UN is failing to condemn Hamas Ben you need to speak out there at UN 🇮🇱,0
2018,@justicelopez4076,Thank you so much for all of the facts and truth you bring about the Israeli and Humas conflict!,1
2019,@LemmingOverlord,"One thing I absolutely abhor about the mainstream media is how ""IDF claims"" (inferring it is not validated) but Palestinian authorities press releases are just taken as gospel...",0
2020,@lorispin1782,"Great work, love the truth! Thanks for sharing the truth. Thanks for your work.",1
2021,@natv6294,"Exactly Ben, Gaza in my opinion can entirely go away. We need to stop with this BS and our “tolerance” and “understanding”, that’s naivety",0
2022,@lilep666,FINALLY A PRESIDENT THAT KNOWS HIS ECONOCIMS,0
2023,@kenttappan1,I am a Christian and I support Israel 100 percent.  God bless Israel.  Thank you for Jesus Christ.,1
2024,@gigatremor9756,"Ironically I think the mistake about the calendar proves the authenticity of the IDF. If they had indeed set up the environment like props on a stage, then they would have done so with the signatures on the paper which they thought were there. Through subjective mistakes the real truth can be found, meaning it was a real calendar in a real captivity room.",0
2025,@petezahrbock,"Mr,Shapiro. SICK people!! You are doing a great. Smart with no bullshit. Stay the same. Keep up the awesome work ",1
2026,@hellenwilliams9752,"We thank God for you, Ben. We pray for you and your family as you put your neck on the block for truth xxx",0
2027,@carodominguez3,"I am a Venezuelan/ American 45 years living in the USA. So happy for Argentina. VIVA LA LIBERTAD CARAJO🇦🇷
I agree with Javier Milei about the left.
ISTANDWITHISRAEL🇸🇻",0
2028,@YoursUntruly,Pierre Poilievre is doing something similar for Canada right now. Trudeau has a 1% chance of winning majority in the polls for the next election.,0
2029,@pst702,"Dear Ben,
Please list those organizations that support Hamas or have a negative view of Isreal's right to exist. 
I ask this so Americans can stop making ANY donations to these organizations. Boycotting these organizations by many will get their attention. Thank you.",-1
2030,@Mr.E.Shoppa,I like this new president of Argentina. What a guy!,0
2031,@BruceLeet0,There's no hope for anyone that uses CNN as their news source.,0
2032,@mollyscot1563,"I have been following Ben for ages except on his own channel. He is all over the media so I forgot he may have his own YouTube channel. Anyway, I have subscribed because I feel it is important to stand up for Jews. Like many other people, I cannot believe the anti-Semitism that seems rampant in the West. It came out of the woodwork so quickly. I am living in Amsterdam (the home of the mega bucks Anne Frank industry) and the hate is disgusting. Even my home country of Scotland is waving Hamas flags although that is not surprising when the leader is a Muslim, Hamas apologist (how the eff did that happen?) Mel Gibson must be ecstatic. He portrayed a hero of Scotland only to find many Scots shared his off screen views. That is, the dumb ones that could not point to the Gaza Strip on a map. I doubt they could point to Scotland on a map. As usual the silent majority are with Israel but are silent. I wonder just what it will take to make them not so silent and, if then, it will be too late.",-1
2033,@jessiep63,Thanks for your continued voice of encouragement to us who still hold on the truth! Praying for more wisdom and strength. God bless you!,1
2034,@ron5545,"You know society is screwed when someone has to spend over 5 min explaining to a college student that the term ""mother"" only applies to females.",0
2035,@MacLevistein,"I used to loathe Ben Shapiro. However now that I’m older I understand exactly where he’s coming from. When I was a child, I talked like a child, I thought like a child, I reasoned like a child. When I became a man, I put the ways of childhood behind me. Thanks for everything you do Ben, Shalom Aleichem! ",0
2036,@carriescherries,"""They pulled out physically"" 
""But not emotionally or mentally""
I laughed harder than I needed to! ",-1
2037,@acricucci9760,"Imagine what it would be like to live in America if we had even a decent sized handful of men with the intelligence, the principles and the backbone of Ben Shapiro, not afraid of the name calling of those who hate him. My views match his with only a few small exceptions, and they don't have the power to distract me from his insight and all that I learn from him. Thank you, Ben. I hope you know that MANY people are praying for you!",0
2038,@AdamSappenfield,I love how Ben keeps his cool while being addressed with hateful dialect and an antisemitic attitude. His passion for his people is to be applauded. Like a real man should he stands up for what he believes in with honor and intelligence. As more people take on subject matter in this way the more likely society is to become something better than it was before the conversation. ,0
2039,@kellywilkins8043,"I’m a die hard Christian, and I support you 100%, Ben!  I consider you a voice that is worth listening to!  Please continue!  Our prayers are with Israel and its people!  God bless!",1
2040,@JaredSilver1988,Thank you Ben for being the voice of reason,1
2041,@jdubtheoriginal,I love how these kids must read their questions from a phone while Ben responds strictly from his own mind,0
2042,@BrendaDusel-wq2sy,"Thank you Ben Shapiro. Though your heart must be breaking, you're still able to communicate truths which so many people, especially
"" the educated elites"" need to hear. I thank you. God Bless you and your family.",1
2043,@marquisthecat,"Ben, thank you for telling the truth, for your courage and dedication! Hats off to you! I am Ukrainian and support your arguments wholeheartedly! Thank you for having style, class and showing the true masterclass of knowledge and argumentation without ever getting personal! I Those ignorant kids had better spend their time reading and improving their IQ than shouting complete repulsive  nonsense ! Parents, it's a wake up call for you! Ask yourself if there will be a day when you will be put in prison or concentration camps by your own off-springs in a totalitarian Nazi state they want to create and whose values they preach!",-1
2044,@devinfriedman7578,"Thank you Ben for continuing to change people's minds and getting them to think critically. What you are doing is truly important work. I watch all of your content. I  have learned, and continue to learn so much from you!  🇮🇱",1
2045,@TheGabbipabbi,It's stunning how Ben provides essay-like answers with scholarly scope and surgical delivery. Remarkable.,1
2046,@tommccormick9290,"Brings to mind the saying, "" If you want to anger a conservative, tell him a lie. If you want to anger a Leftist, tell him the truth.""",0
2047,@julierobertson2383,"Sorry Ben, as a Wisconsin native I am ashamed of the culture of hate at the UW. The professors have been instilling hate and intolerance for the last 50 years. But at least they haven't planted any bombs lately.",-1
2048,@TheLastSecretGarden,"These student debates are endlessly fascinating. Thanks for putting them out.
We all too often focus on the ignorant comments of the naive students that come to the mic, but I am so often in awe at the level of composure and knowledge some of these students process. It's inspiring, honestly.",0
2049,@deborahtambasco5493,I'm happy to see someone is speaking the truth!  Thank you Ben.,1
2050,@letsgettserious,Ben Shapiro is a national treasure,0
2051,@user-oi3iz6cp2l,"As a WI resident Im so proud of the UW Wisconsin for having such an amazing speaker as @benshapiro. Suprised but pleasantly surprised.  Especially with seeing so many students who arent ""woke"" at this college.",1
2052,@1030pixie,Please don’t stop educating these youths ,1
2053,@StephenTevault-tl1fv,God Bless You Ben for trying to save our colleges ,1
2054,@ronnie_5150,The man is 93 YEARS OLD and still writing books and putting out wisdom. One of the greatest American thinkers in our nation's history.,1
2055,@adamcuneo7189,"Dr. Thomas Sowell is not only a great thinker, he is also a U.S. Marine Corps veteran who served in the Korean War, we salute and honor you for your service sir.",1
2056,@terrytracy9806,"Ben's assessment of Thomas Sowell is absolutely correct. He is one of America's greatest thinkers. Facts, facts and more facts then a clear discernment for the truth. I wish I had run across him when I was younger but late is better than never. Hats off to you Mr. Sowell!",1
2057,@teggianosalerno5050,Hard to believe that's a 93 year old man on the line! God bless him.,1
2058,@ExMachina70,Finally we have him back. At 92 he still is more clear minded than I'll ever how to be.,0
2059,@SalivationNation,Hearing Sowell never gets old ,0
2060,@quinto,We need to find a way to keep Mr Sowell alive forever,0
2061,@stevenverdoliva6217,Dr. Sowell needs to be taught in every school. K-12 and college.,0
2062,@daskalman,"The very fact that a 92 year old intellectual legend like Dr Sowell is currently doing remote interviews online, whilst a bumbling, geriatric and corrupt career politician, actually resides in the White House is a perfect representation of how we arrived to this current clown world we find ourselves in... ️",0
2063,@torr-michaelbennetta9785,TS is an American treasure. His books should be taught in schools!!! Such an incredible man.,1
2064,@1993HBh,"""One of the common failings among honorable people is a failure to appreciate how thoroughly dishonorable some people can be, and how dangerous it is to trust them."" 
-The Great Thomas Sowell.",1
2065,@mikeelek9713,Glad to hear Dr. Sowell again - a brilliant thinker who is  underappreciated and virtually unknown by the general public.,1
2066,@redwingfan9393,Thomas Sowell is a national treasure.,0
2067,@henrikibsen1009,Sowell more than anyone else encouraged me to strive for a more logical and less emotional view on the world! I can't thank him enough!,1
2068,@Norrieification,"Incredible! Thank you Ben for having Sowell on your podcast, what an honor!",1
2069,@WackyIraqi777,I am adamant that listening to Mr. Sowell speak stimulates brain development. I grow brain cells every time I listen to him. Thanks to him I am up to 12! ,1
2070,@briansardinas1359,Sowell is one of the finest sons America has ever produced. What blessing to still have him with us.,1
2071,@celiaflinn7737,"There should be a course in each college to discuss and learn from all of his books.  What a knowledgeable, giant intellectual person.",0
2072,@lisastevens8314,My distant mentor since early 20's. Not sure where I would be today without the writings of Dr. Thomas Sowell.,0
2073,@briangallagher2236,So much wisdom. It’s a shame more people don’t listen to him.,-1
2074,@evalramman7502,Haven't felt a real pulse of morality from celebrities in forever.,0
2075,@mspag5000,I really can't believe how horrible of a person Gayle King is to basically ask this poor guy to be sympathetic towards the people who kidnapped his daughter. Absolutely disgusting,-1
2076,@DigitalNeb,"Not a Jew or even religious, but I've lost several friends over this topic. I don't understand how someone can see such naked evil and be confused about who is right and who is wrong. Ultimately, this war is acting as a litmus test for me to identify and remove the hopelessly immoral from my circle of friends.",0
2077,@lukeh3201,"If you're relying on the celebrity class for moral and ethical guidance, you probably want to reevaluate everything you do.",0
2078,@Sammy-hi4jy,"Amen, Ben ! 
The evilness of this world is unbelievable…",0
2079,@loveisreal4296,That poor dad. How unbelievable cold can she be?,-1
2080,@mrsswe8865,This is crazy. Its scary. So so heartbreaking to see that fathers face. Hollywood is sick.,0
2081,@rottymum9898,The celebrity class don’t actually care about anything or anyone. They just follow orders.,0
2082,@Lucinda_Jackson,"Keep educating, Ben!  Don't stop.",1
2083,@annaujlaki-gyori3655,"How dare they torture this father, who experiences the worstI can imagine in this life: knowing your child is alive, but held by monsters.",-1
2084,@mylegacymovie,"Gayle King is an example of ambition over humanity.  How she could ask the obviously distraught father ( trying very hard to keep it together) such a question in the pursuit of 'the big interview' shows a woman with no compassion. Look at the body language of her co-presenter, he looked very uncomfortable.",0
2085,@jeremymott,These double standards don't surprise me anymore,-1
2086,@gdaddy5193,It just shows us how disingenuous these people are. It also shows their true identity and total lack of genuine humanity. What's more ... they're obviously more concerned of offending the powers that be.,0
2087,@Darth_Loverboy_Turned_Loose,"I disagree with Ben about a lot of things, especially about President Trump, but he is spot on the nose when it comes to this Israel/Hamas situation. I don't know why so many on our side are being nudniks about it.",0
2088,@adamcuneo7189,"In ancient Rome, the Roman people viewed actors in a negative manner and thought of them as ""morally unclean"", they have shown that to be true countless times in today's age, especially after them supporting Hamas.",0
2089,@h2f259,"Nailed it. You have EXPOSED them. Such a brilliant video!!! Bless you Ben Shapiro! There are too many sheeps in our society unfortunately, celebrity or otherwise...",1
2090,@minetteswart576,"Fully agree! The response of the world is eye-opening, mind-bending and very disappointing.",-1
2091,@debraawe1968,Ben asking the important questions once again. If our media weren’t captured they’d be on the same page,0
2092,@Jan6thsurvivor,Barack’s husband Mike is a good strong man who splits wood when it’s cold and hunts when Barry is hungry and to shame him and say he’s not doing enough is quite frankly disgusting. I stand with Big Mike always & forever.,0
2093,@beckytriplett9698,"For Gail King to bring on this traumatized parent and question him about going after the one who kidnapped and attacked.  I wonder if she asked him about his experience with terror and if there is news on her location, health",0
2094,@sarasweightlossjourney4798,It is really good to see Ben Shapiro standing up for Donald Trump I will say that,1
2095,@thriftybins,"The more they tear Trump up, The more I want him to win",0
2096,@sarasweightlossjourney4798,I'm so glad that ben changed his mind on Donald trump. I do like that he admitted on that. That he was wrong.. he realized he was wrong after Donald Trump became president and actually did what he said he would do unlike our current administration is just disgusting,0
2097,@issiahbernaiche6897,I was there that day. Everyone loved what he had to say and it resonated with us.,1
2098,@TorontoJon,"Any time I've encountered someone on the Left falsely comparing Trump to Hitler, I knew I was not dealing with someone running on all cylinders and certainly not someone who had any deep knowledge of World War II history pertaining to Hitler and the Nazis ( particularly given that I had studied the history of the Third Reich as one elective course as part of my Bachelor of Commerce business degree).",0
2099,@Midastouch2022,"Love from the U.K 
Thanks for speaking facts Ben. The mainstream news is sickening to me.",0
2100,@claudiodiez55,I'm a Catholic Hispanic and when I say something positive about Trump I get called a Nazi KKK. Love your show Ben.,1
2101,@michealwirebaugh2589,"Wish the best for you and Candace, plan work this out and stay together! We gotta stick together as party!!!",1
2102,@johnkeller5163,Hitler certainly abused a hell of a lot more drugs that Trump ever did (no drugs nor alcohol after seeing brother Fred's alcoholism). Hitler certainly used harsher and louder screaming speeches of absolute hate which should never be compared with Trump who usually is just sarcastic and New York pushy and stubborn when angry. Just remember that people who go straight to calls of Hitler or racism have already lost an ideological argument or are just absolutely ignorant of reality.,-1
2103,@matthewtracy8744,"The more they attack him, the more i want him back in office.",0
